title,price,location,url,breed,sex,age,ready_to_leave,kc_registered,microchipped,neutered,vaccinations,health_checks,seller_type,views,created,seller_name,membership_level,member_since
Young unspayed female pocket bully,£550,"Wellington, Somerset",https://www.preloved.co.uk/adverts/show/122998801/young-unspayed-female-pocket-bully,Pocket bully,Female,19 months,Now,No,Yes,No,"up to date. Microchipped also Really disappointed to be having to rehome her, 550 ovno collection we",Up to date,Private Seller,63.0,43 days ago,Bossmann,,May 2025
Ready Now 3 beautiful French bulldog girls,£800,"Huntingdon, Cambridgeshire",https://www.preloved.co.uk/adverts/show/123000113/ready-now-3-beautiful-french-bulldog-girls,French bulldog,Female,3 months,Now,No,Yes,No,Yes,Yes,Private Seller,167.0,40 days ago,kelgarlick12,,December 2025
Beautiful Lab cross shar-pei needing new home,£400,"Bathgate, West Lothian",https://www.preloved.co.uk/adverts/show/122997244/beautiful-lab-cross-shar-pei-needing-new-home,Lab x shar pei,Female,11 months,Now,No,Yes,No,All up to date,Monthly,Private Seller,265.0,46 days ago,Westy89,,February 2011
Rare Chongqing dog junior needs perfect home,£50,"Lowton, Lancashire",https://www.preloved.co.uk/adverts/show/122983656/rare-chongqing-dog-junior-needs-perfect-home,Chinese Chongqing,Male,2 years,Now,Yes - Breed Register,Yes,No,yes,yes,Rescue,706.0,76 days ago,Imperial Emperor Chongqings,,April 2012
Cane Corso spayed bitch 18 months,£450,"Downham Market, Norfolk",https://www.preloved.co.uk/adverts/show/122994193/cane-corso-spayed-bitch-18-months,Cane Corso,Female,19 months,Now,No,Yes,Yes,Yes,,Private Seller,58.0,53 days ago,Chrissie,,November 2013
"Meet Jakob, currently residing in Crange",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122705106/meet-jakob-currently-residing-in-crange,Mixed,male,10 years,Now,No,Yes,Yes,Yes,Yes,Rescue,4405.0,498 days ago,Pawprints2freedom,,August 2024
"Meet Georgie, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122759688/meet-georgie-currently-residing-in-cheshire,Mixed,Male,6 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2746.0,435 days ago,Pawprints2freedom,,August 2024
"Meet Isacc, currently residing in Cheshire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122778751/meet-isacc-currently-residing-in-cheshire,Mixed,Male,2 years,Now,No,Yes,No,Yes,Yes,Rescue,578.0,409 days ago,Pawprints2freedom,,August 2024
"Meet Vera, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122838879/meet-vera-currently-residing-in-cheshire,Mixed,Female,22 months,Now,No,Yes,No,Yes,Yes,Rescue,517.0,314 days ago,Pawprints2freedom,,August 2024
Handsome canaan boy for sale,£150,"Heckmondwike, West Yorkshire",https://www.preloved.co.uk/adverts/show/122990504/handsome-canaan-boy-for-sale,Canaan,Male,6 years,Now,Yes - Breed Register,Yes,Yes,,,Private Seller,388.0,61 days ago,Natasha,,January 2021
German shepard female 6 months old kc,"£1,800","Nantwich, England",https://www.preloved.co.uk/adverts/show/122999632/german-shepard-female-6-months-old-kc,Gernan shepard,Female,7 months,Now,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,18.0,41 days ago,chezzy,,April 2015
"Meet Dixie, currently residing in Wiltshire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122991358/meet-dixie-currently-residing-in-wiltshire,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,183.0,59 days ago,Pawprints2freedom,,August 2024
Beautiful Golden Retriever Bitch,£850,"Corwen, Denbighshire",https://www.preloved.co.uk/adverts/show/122991196/beautiful-golden-retriever-bitch,Golden retriever,Female,5 years,Now,Yes - Breed Register,Yes,No,,,Private Seller,100.0,60 days ago,katylou,,October 2009
Spotty border collie than needs a bit of work,£50,"Bath, Avon",https://www.preloved.co.uk/adverts/show/122987182/spotty-border-collie-than-needs-a-bit-of-work,Border collie,Male,6 years,Now,,Yes,Yes,Up to date,Yearly,Private Seller,1189.0,68 days ago,daglas,,October 2011
Female Blue Cane corso for sale,£600,"Evesham, Worcestershire",https://www.preloved.co.uk/adverts/show/122985076/female-blue-cane-corso-for-sale,Cane corso,Female,14 months,Now,No,Yes,No,,,Private Seller,256.0,73 days ago,Alan,,January 2022
"Meet Ziggy, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122709397/meet-ziggy-currently-residing-in-cheshire,Mixed,Male,5 years,Now,No,Yes,Yes,Yes,Yes,,3184.0,494 days ago,Pawprints2freedom,,August 2024
"Meet Ryder, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122718515/meet-ryder-currently-residing-in-cheshire,Mixed,Male,4 years,Now,No,Yes,Yes,Yes,Yes,,2394.0,484 days ago,Pawprints2freedom,,August 2024
"Meet Parker, currently residing in Cheshire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122744552/meet-parker-currently-residing-in-cheshire,Mixed,Male,7 years,Now,No,Yes,Yes,Yes,Yed,Rescue,1412.0,454 days ago,Pawprints2freedom,,August 2024
"Meet Hera, currently residing in Middlesex",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122788228/meet-hera-currently-residing-in-middlesex,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,711.0,393 days ago,Pawprints2freedom,,August 2024
Beautiful Rotweiller boy,£795,"Prestwich, Lancashire",https://www.preloved.co.uk/adverts/show/122997695/beautiful-rotweiller-boy,Rotweiller,Male,19 months,Now,No,Yes,No,All up to date,All up to date,Private Seller,376.0,45 days ago,ellie,,March 2011
STUNNING GERMAN SHEPHERD,£200,"Rayleigh, Essex",https://www.preloved.co.uk/adverts/show/122997606/stunning-german-shepherd,German shepherd,Male,8 years,Now,No,Yes,No,". Only genuine people need apply please, someone who has owned a large breed before . He is a strong",Yes,Private Seller,102.0,46 days ago,FB/P,,February 2011
3yr old isabella blue dachshund dog,£250,"Wrexham, Wrecsam",https://www.preloved.co.uk/adverts/show/122997578/3yr-old-isabella-blue-dachshund-dog,Dachshund,Male,3 years,Now,No,Yes,Yes,Parvo,,Private Seller,145.0,46 days ago,Lisaloulou34,,July 2014
Female Shitzu pup for sale,£500,"Sunderland, Tyne And Wear",https://www.preloved.co.uk/adverts/show/122996113/female-shitzu-pup-for-sale,Shitzu,Female,7 months,Now,No,Yes,No,Yes,Yes,Private Seller,243.0,49 days ago,Poochons,,February 2020
6 weeks KC registered mum golden retriever,"£1,800","Wetley Rocks, Staffordshire",https://www.preloved.co.uk/adverts/show/122995725/6-weeks-kc-registered-mum-golden-retriever,Labrador,Male,3 months,at 8 weeks,Yes - Breed Register,Yes,No,Nobivac,,Private Seller,47.0,50 days ago,Ryan Mear,,November 2025
"Meet Frosty, currently residing in Gloucestershire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122994771/meet-frosty-currently-residing-in-gloucestershire,Mixed,Female,13 months,Now,No,Yes,Yes,Yes,Yes,Rescue,279.0,52 days ago,Pawprints2freedom,,August 2024
Belgian Shepherd 3 Years old,£500,"Gloucester, Gloucestershire",https://www.preloved.co.uk/adverts/show/122994717/belgian-shepherd-3-years-old,Belgian Malinois,Male,3 years,Now,No,Yes,No,Up to date,Up to date,Private Seller,315.0,52 days ago,Veb,,August 2018
Summer chihuahua mix 3 years old,£300,"Burgess Hill, Sussex",https://www.preloved.co.uk/adverts/show/122993134/summer-chihuahua-mix-3-years-old,Chihuahua mix,Female,3 years,Now,No,Yes,Yes,Fully vaccinated,Full,Rescue,212.0,55 days ago,dogmad,,January 2012
Beautiful 3 year old standard long haired Daschund,"£2,000","Grantham, Lincolnshire",https://www.preloved.co.uk/adverts/show/122992988/beautiful-3-year-old-standard-long-haired-daschund,Daschund,Male,3 years,Now,Yes - Breed Register,Yes,No,,,Private Seller,309.0,56 days ago,Catriona,,February 2019
"Meet Jumper, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122770294/meet-jumper-currently-residing-in-cheshire,Mixed,Male,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1393.0,421 days ago,Pawprints2freedom,,August 2024
"Meet Irish, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122780769/meet-irish-currently-residing-in-cheshire,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2981.0,406 days ago,Pawprints2freedom,,August 2024
"Meet Honey,currently residing in Guilford",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122871777/meet-honeycurrently-residing-in-guilford,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,994.0,265 days ago,Pawprints2freedom,,August 2024
Kc reg French bulldog called Rocco brown white,£400,"Havant, Hampshire",https://www.preloved.co.uk/adverts/show/122985304/kc-reg-french-bulldog-called-rocco-brown-white,French bulldog,Male,2 years,Now,Yes - Breed Register,Yes,No,Yes,Yes,Private Seller,348.0,72 days ago,jamie,,August 2011
"Meet Archie, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122680780/meet-archie-currently-residing-in-cheshire,Mixed,Male,6 years,Now,No,Yes,Yes,Yes,Yes,,3321.0,524 days ago,Pawprints2freedom,,August 2024
"Meet Annette, currently residing in the West Midlands",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122680825/meet-annette-currently-residing-in-the-west-midlands,Mixed,Female,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1537.0,524 days ago,Pawprints2freedom,,August 2024
"Meet Erol, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122727265/meet-erol-currently-residing-in-cheshire,Mixed,Male,5 years,Now,No,Yes,Yes,Yes,Yes,Rescue,6693.0,474 days ago,Pawprints2freedom,,August 2024
"Meet Frankie and Koda, currently residing in Luton",£700,"Leeds, England",https://www.preloved.co.uk/adverts/show/122857566/meet-frankie-and-koda-currently-residing-in-luton,Mixed,Male,2 years,Now,No,Yes,Yes,Yes,Yes,Rescue,332.0,286 days ago,Pawprints2freedom,,August 2024
4 yr old German shepherd,£650,"Bridgwater, Somerset",https://www.preloved.co.uk/adverts/show/123001699/4-yr-old-german-shepherd,German shepherd,Female,4 years,Now,No,Yes,Yes,Needs them,,Private Seller,110.0,35 days ago,Sasha,,September 2019
Friendly ISDS Pure Bred Border Collie,£150,"High Peak, Derbyshire",https://www.preloved.co.uk/adverts/show/122998165/friendly-isds-pure-bred-border-collie,Border Collie,Male,18 months,,No,Yes,No,Yes,Yes,Private Seller,285.0,44 days ago,JC,,June 2019
Labrador Blind Dog bronze silver plated,£295,"Nuneaton, Warwickshire",https://www.preloved.co.uk/adverts/show/120832198/labrador-blind-dog-bronze-silver-plated,Labrador Retriever,,,,,,,,,,2368.0,1683 days ago,MST,Premium,May 2012
6 month old miniature dachshund x breed,£300,"Bideford, Devon",https://www.preloved.co.uk/adverts/show/122995403/6-month-old-miniature-dachshund-x-breed,Currently displaying,Female,7 months,Now,No,Yes,No,,,Private Seller,225.0,50 days ago,Jensonwhite,,April 2021
This is Skye shes a 1/2 year old staffi cross.,£250,"Saltcoats, Ayrshire",https://www.preloved.co.uk/adverts/show/122996285/this-is-skye-shes-a-12-year-old-staffi-cross,Staffi cross,Female,18 months,Now,No,Yes,No,Yes,Yes,Private Seller,66.0,48 days ago,Sophiemcgrath05,,December 2025
Belgium malinous 10 months old boy,£300,"Harrogate, North Yorkshire",https://www.preloved.co.uk/adverts/show/122999336/belgium-malinous-10-months-old-boy,Belgium malinous,Male,11 months,Now,No,Yes,No,Yes,Yes,Private Seller,282.0,42 days ago,Juzza375,,December 2025
"Meet Phoebe, currently residing in Scotland",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122706476/meet-phoebe-currently-residing-in-scotland,Mixed,Female,9 years,Now,No,Yes,Yes,Yes,Yes,Rescue,6520.0,497 days ago,Pawprints2freedom,,August 2024
"Meet Lenny, currently residing in Southsea",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122758855/meet-lenny-currently-residing-in-southsea,Mixed,Male,6 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2282.0,436 days ago,Pawprints2freedom,,August 2024
"Meet Sidney, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122958529/meet-sidney-currently-residing-in-cheshire,Mixed,Female,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,496.0,127 days ago,Pawprints2freedom,,August 2024
5 month old female lurcher cross,£200,"Tavistock, Devon",https://www.preloved.co.uk/adverts/show/122990561/5-month-old-female-lurcher-cross,Lurcher,Female,7 months,Now,No,Yes,No,First and kennel coff,Yes,Private Seller,871.0,61 days ago,Jessie,,January 2024
"Meet Paddy, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122794217/meet-paddy-currently-residing-in-cheshire,Mixed,Male,10 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2897.0,381 days ago,Pawprints2freedom,,August 2024
6 month old pocket bully for sale,£600,"Abercynon, Rct",https://www.preloved.co.uk/adverts/show/122978527/6-month-old-pocket-bully-for-sale,Pocket bully,Male,8 months,Now,No,Yes,No,Yes,Yes,Private Seller,288.0,87 days ago,Leanne,,April 2025
KC registered Labrador puppies,£900,"Sheffield, South Yorkshire",https://www.preloved.co.uk/adverts/show/122998832/kc-registered-labrador-puppies,Labrador,Mixed Litter,3 months,"on the 25th of November,They have had their first vaccination and have been microchipped They have b",Yes - Breed Register,Yes,No,First vaccine,Parents yes,Private Seller,81.0,43 days ago,Wyatt's,,June 2014
"Meet Teddy, currently residing in Lincolnshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122883318/meet-teddy-currently-residing-in-lincolnshire,Mixed,Male,5 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1511.0,246 days ago,Pawprints2freedom,,August 2024
"Meet Sky, currently residing in Merseyside",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122985584/meet-sky-currently-residing-in-merseyside,Mixed,Male,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,342.0,72 days ago,Pawprints2freedom,,August 2024
"Meet Arun, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122679720/meet-arun-currently-residing-in-cheshire,Mixed,Male,10 years,Now,No,Yes,Yes,Yed,Yed,,4818.0,525 days ago,Pawprints2freedom,,August 2024
"Meet Frankie, currently residing in Peterborough",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122700781/meet-frankie-currently-residing-in-peterborough,Mixed,Male,3 years,Now,No,Yes,Yes,Yes,Yes,,4094.0,503 days ago,Pawprints2freedom,,August 2024
"Meet Derry, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122757983/meet-derry-currently-residing-in-cheshire,Mixed,Male,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2271.0,437 days ago,Pawprints2freedom,,August 2024
"Meet Clove, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122918274/meet-clove-currently-residing-in-cheshire,Mixed,Female,22 months,Now,No,Yes,Yes,Yes,Blind,Rescue,622.0,195 days ago,Pawprints2freedom,,August 2024
Border Collie x Cocker Spaniel,£950,"Bloxham, Oxon",https://www.preloved.co.uk/adverts/show/122990948/border-collie-x-cocker-spaniel,Border collie x cocker spaniel,Female,3 months,Now,No,Yes,No,,,Private Seller,393.0,60 days ago,Nick1984,,October 2024
5 month old minuture dashaund,£500,"Preston, Lancashire",https://www.preloved.co.uk/adverts/show/122989229/5-month-old-minuture-dashaund,Dashaund,Female,7 months,at 15 weeks,No,Yes,No,"Yes,",Yes,Private Seller,49.0,64 days ago,vhigham2007,,November 2007
Stunning chocolate merle pomeranian girl,"£1,700","Wakefield, Yorkshire",https://www.preloved.co.uk/adverts/show/121334563/stunning-chocolate-merle-pomeranian-girl,Pomeranian,Mixed Litter,22 months,Now,No,Yes,No,Yes,Yes,Private Seller,30035.0,1447 days ago,French pup,,February 2022
5 year old male lurcher,£50,"Wrexham, Wales",https://www.preloved.co.uk/adverts/show/122987942/5-year-old-male-lurcher,Lurcher,Male,5 years,Now,No,Yes,No,"and flea/worming treatments. Can live in or out, brilliant with other dogs and kids, not sure about ",,Private Seller,732.0,67 days ago,Lucy,,January 2019
Fluffy frenchie kc registered!,"£1,250","Aylesbury, Bucks",https://www.preloved.co.uk/adverts/show/122986125/fluffy-frenchie-kc-registered,French bulldog,Mixed Litter,4 months,at 8 weeks,Yes - Breed Register,Yes,,,,Private Seller,174.0,71 days ago,Mira,,March 2025
"Meet Brutus, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122681727/meet-brutus-currently-residing-in-cheshire,Mixed,Male,8 years,Now,No,Yes,Yes,Yes,Yes,,2884.0,523 days ago,Pawprints2freedom,,August 2024
"Meet Ralphy, currently residing in Basingstoke",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122902345/meet-ralphy-currently-residing-in-basingstoke,Mixed,Male,11 years,Now,No,Yes,Yes,Yes,Yes,Rescue,317.0,216 days ago,Pawprints2freedom,,August 2024
"Meet Barney, currently residing in Cheshire",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122932342/meet-barney-currently-residing-in-cheshire,Mixed,Male,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,288.0,173 days ago,Pawprints2freedom,,August 2024
Readvertise due to Time Wasters ready NOW,£750,"Huntingdon, Cambs",https://www.preloved.co.uk/adverts/show/122955147/readvertise-due-to-time-wasters-ready-now,Jack Russell,Mixed Litter,6 months,Now,No,Yes,No,No,No,Private Seller,1066.0,133 days ago,tazmar,,January 2009
French Bulldog female 3 months,"£1,500","Mitcham, London",https://www.preloved.co.uk/adverts/show/122978599/french-bulldog-female-3-months,French bulldog,Female,5 months,Now,Yes - Breed Register,Yes,No,,,Private Seller,174.0,87 days ago,jordan293,,June 2017
Brother and sister British bull dogs for sale,"£2,800","Cirencester, Gloucestershire",https://www.preloved.co.uk/adverts/show/122982587/brother-and-sister-british-bull-dogs-for-sale,British bulldogs,Mixed Litter,13 months,Now,No,Yes,No,Yes,Yes,Private Seller,173.0,78 days ago,Arnell299,,January 2015
9 month old collie bitch,£500,Bristol,https://www.preloved.co.uk/adverts/show/122979186/9-month-old-collie-bitch,Collie cross,Female,14 months,Now,No,Yes,Yes,Yes,Yes,Private Seller,293.0,85 days ago,Deedee,,April 2017
12 month old female German shepherd,£500,Rawtenstall,https://www.preloved.co.uk/adverts/show/122963510/12-month-old-female-german-shepherd,German shepherd,Female,12 months,Now,No,Yes,No,Up to date,Yes,Private Seller,330.0,117 days ago,Luke,,May 2020
Pomeranian dog five years old,£50,"Birmingham, West Midlands",https://www.preloved.co.uk/adverts/show/122996224/pomeranian-dog-five-years-old,Pomeranian,Male,5 years,Now,,Yes,No,,,Private Seller,1769.0,49 days ago,Kezzzzzzm,,December 2019
18 month old cocker spaniel,£500,"Pendeen, Cornwall",https://www.preloved.co.uk/adverts/show/122995432/18-month-old-cocker-spaniel,Cocker spaniel,Male,19 months,Now,Yes - Breed Register,Yes,No,All up to date,All up to dare,Private Seller,179.0,50 days ago,Bowers,,March 2012
Moving home and not aloud to take hooch to new house.,£200,"Kenilworth, Warwickshire",https://www.preloved.co.uk/adverts/show/122809744/moving-home-and-not-aloud-to-take-hooch-to-new-house,Staffy x,Male,3 years,Now,No,Yes,No,Yes,Yes,Private Seller,1733.0,357 days ago,Nicola,,September 2019
"Meet Sarah, currently residing in Essex",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122989338/meet-sarah-currently-residing-in-essex,Mixed,Female,9 years,Now,No,Yes,Yes,Yes,Yes,Rescue,342.0,64 days ago,Pawprints2freedom,,August 2024
"Meet Chip, currently residing in Essex",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122698988/meet-chip-currently-residing-in-essex,Mixed,Male,9 years,Now,No,Yes,Yes,Yes,Yes,,3409.0,505 days ago,Pawprints2freedom,,August 2024
"Meet Faye, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122752369/meet-faye-currently-residing-in-cheshire,Mixed,Female,6 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1546.0,444 days ago,Pawprints2freedom,,August 2024
Sharpei x chow chow Missy,£250,"Cosham, Hampshire",https://www.preloved.co.uk/adverts/show/122990877/sharpei-x-chow-chow-missy,Sharpei x chow chow,Female,4 years,,,Yes,No,,,Private Seller,478.0,60 days ago,Meandmygirls,,October 2020
Miniature female Shitzu needs a very understanding home.,£400,"Malton, North Yorkshire",https://www.preloved.co.uk/adverts/show/122989240/miniature-female-shitzu-needs-a-very-understanding-home,Imperial (mini) Shitzu,Female,7 years,Now,No,Yes,Yes,Due December,YES,Private Seller,208.0,64 days ago,Louise,,July 2018
DOBERMAN MALE LARGE BLACK AND TAN,£700,"Colchester, Essex",https://www.preloved.co.uk/adverts/show/122989149/doberman-male-large-black-and-tan,Doberman,Male,21 months,Now,No,Yes,Yes,Up to date,Yes,Private Seller,69.0,64 days ago,martyn,,November 2010
6 year old male french bulldog,£400,"Paignton, Devon",https://www.preloved.co.uk/adverts/show/122988025/6-year-old-male-french-bulldog,french bulldog,Male,6 years,,,Yes,Yes,,,Private Seller,41.0,66 days ago,sally12123,,March 2011
18 months old male boarder collie,£200,"Castleford, West Yorkshire",https://www.preloved.co.uk/adverts/show/122980744/18-months-old-male-boarder-collie,Boarder collie,Male,20 months,Now,No,Yes,No,Yes,Yes,Private Seller,553.0,82 days ago,john boy,,January 2015
"Meet Bailey, currently residing in Wiltshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122690342/meet-bailey-currently-residing-in-wiltshire,Mixed,Male,7 years,Now,No,Yes,Yes,Yes,Yes,,1629.0,514 days ago,Pawprints2freedom,,August 2024
"Meet Ruma, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122719492/meet-ruma-currently-residing-in-cheshire,Mixed,Female,8 years,Now,No,Yes,Yes,Yes,Yes,,2544.0,483 days ago,Pawprints2freedom,,August 2024
4yr old frenchie x staffy,£400,"Craven Arms, Shropshire",https://www.preloved.co.uk/adverts/show/122725433/4yr-old-frenchie-x-staffy,Frenchie,Female,4 years,Now,No,Yes,No,Yes,Yes,Private Seller,3181.0,476 days ago,Dilly,,July 2010
"Meet Pickle, currently residing in south wales",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122746052/meet-pickle-currently-residing-in-south-wales,Mixed,Male,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,2229.0,452 days ago,Pawprints2freedom,,August 2024
"Meet Kane, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122770288/meet-kane-currently-residing-in-cheshire,Mixed,Male,4 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1424.0,421 days ago,Pawprints2freedom,,August 2024
Share me! I'd love to have two loving homes!,,"Swindon, Wiltshire",https://www.preloved.co.uk/adverts/show/122947659/share-me-id-love-to-have-two-loving-homes,mixed,Male,6 years,Now,No,Yes,No,All,Regular,Private Seller,839.0,147 days ago,VL,,December 2020
9 month old labstaff for rehome,£300,"Scunthorpe, North Lincolnshire",https://www.preloved.co.uk/adverts/show/122968720/9-month-old-labstaff-for-rehome,Labstaff,Female,12 months,Now,No,Yes,No,,,Private Seller,584.0,106 days ago,Clsire,,May 2021
1.5 year old french bulldog for sale 5 generation pedigree,£750,"Nottingham, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122976073/15-year-old-french-bulldog-for-sale-5-generation-pedigree,French bulldog,Male,19 months,Now,Yes - Breed Register,Yes,No,,,Private Seller,191.0,92 days ago,big dean,,May 2010
4 yr old male French bulldog,£750,"Chesham, Buckinghamshire",https://www.preloved.co.uk/adverts/show/122978952/4-yr-old-male-french-bulldog,French bulldog,Male,4 years,Now,No,Yes,No,,,Private Seller,220.0,86 days ago,lyn,,February 2009
Lincolnshire Greyhound Trust greyhounds needing loving homes,£100,"Lincoln, Lincolnshire",https://www.preloved.co.uk/adverts/show/102966807/lincolnshire-greyhound-trust-greyhounds-needing-loving-homes,Greyhound,Male,5 years,Now,,Yes,Yes,Up to date,,,81207.0,5619 days ago,Lincsgreyhounds,,November 2009
Dixie is 2 year 4 months and is kc registered,£900,"Grimsby, North East Lincolnshire",https://www.preloved.co.uk/adverts/show/122998503/dixie-is-2-year-4-months-and-is-kc-registered,Miniature short haired dachshund,Female,2 years,Now,Yes - Breed Register,Yes,No,Lepto 2 currently changes to lepto 4,No health checks been made apart from when born,Private Seller,453.0,43 days ago,J simpson,,December 2025
Mastiff cross for rehome serious homes only,£100,Essex,https://www.preloved.co.uk/adverts/show/122998358/mastiff-cross-for-rehome-serious-homes-only,Mastiff,Male,4 years,Now,No,Yes,No,8 & 12 week injections,,Private Seller,190.0,44 days ago,Becca S,,May 2021
2 year old new shade isabella French bulldog dog,£700,"Sherwood, Nottinghamshire",https://www.preloved.co.uk/adverts/show/122964160/2-year-old-new-shade-isabella-french-bulldog-dog,French bulldog,Female,2 years,Now,Yes - Breed Register,Yes,No,Up to date,Yes,Private Seller,113.0,115 days ago,Nicola1987,,April 2008
"Meet Faith, currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122752363/meet-faith-currently-residing-in-cheshire,Mixed,Female,8 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1919.0,444 days ago,Pawprints2freedom,,August 2024
"Meet Jiji, currently residing in Cheshire",£250,"Leeds, England",https://www.preloved.co.uk/adverts/show/122770291/meet-jiji-currently-residing-in-cheshire,Mixed,Female,3 years,Now,No,Yes,Yes,Yes,Yes,Rescue,1311.0,421 days ago,Pawprints2freedom,,August 2024
"Meet Lima, currently residing in North Wales",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122967804/meet-lima-currently-residing-in-north-wales,Mixed,Female,13 years,Now,No,Yes,Yes,Yes,Yes,Rescue,138.0,108 days ago,Pawprints2freedom,,August 2024
German Shepherd - Male - 14 month old - Fully trained,"£4,500","Mobberley, Cheshire",https://www.preloved.co.uk/adverts/show/122987468/german-shepherd-male-14-month-old-fully-trained,German Shepherf,Male,16 months,Now,,Yes,No,,,Private Seller,71.0,68 days ago,SLC,,November 2011
"Meet Biscuit, currently residing in Hampshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122735012/meet-biscuit-currently-residing-in-hampshire,Mixed,Male,7 years,Now,No,Yes,Yes,Yes,Yes,Rescue,3236.0,465 days ago,Pawprints2freedom,,August 2024
"Meet Zeus, currently residing in warboys",£400,"Leeds, England",https://www.preloved.co.uk/adverts/show/122870506/meet-zeus-currently-residing-in-warboys,Mixed,Male,6 years,Now,No,Yes,No,Yes,Yes,Rescue,326.0,267 days ago,Pawprints2freedom,,August 2024
"Meet Barry,currently residing in Cheshire",£100,"Leeds, England",https://www.preloved.co.uk/adverts/show/122934082/meet-barrycurrently-residing-in-cheshire,Mixed,Male,9 years,Now,No,Yes,Yes,Yes,Yes,Rescue,387.0,170 days ago,Pawprints2freedom,,August 2024
Short legged Jack russels,£500,"Frome, Somerset",https://www.preloved.co.uk/adverts/show/122979603/short-legged-jack-russels,Jack russel,Male,4 months,Now,No,Yes,No,No,No,Private Seller,775.0,84 days ago,Sammylee,,December 2018
MEDIUM MUZZLES SMALL DOG SHOES,£10,"Rct, Mid Glamorgan, South Wales",https://www.preloved.co.uk/adverts/show/121583233/medium-muzzles-small-dog-shoes,Old English Sheepdog,,,,,,,,,,1988.0,1319 days ago,paul,,April 2009
